date,SPY,QQQ,GLD,TIP,BIL
1991-01-14,16.4315,4.1917,42.292,23.6827,39.76
1991-01-15,16.4971,4.2255,42.2808,23.6872,39.7687
1991-01-16,16.6263,4.3903,42.7576,23.6917,39.7774
1991-01-17,17.2467,4.5267,40.2106,23.6962,39.7861
1991-01-18,17.4722,4.575,40.1304,23.7007,39.7948
1991-01-21,17.4108,4.637,40.1244,23.7052,39.8035
1991-01-22,17.2664,4.5853,40.4209,23.7097,39.8122
1991-01-23,17.3668,4.6686,40.1338,23.7142,39.8209
1991-01-24,17.6102,4.7542,39.5709,23.7187,39.8296
1991-01-25,17.6786,4.7807,39.7029,23.7232,39.8383
1991-01-28,17.6799,4.8072,39.7289,23.7276,39.847
1991-01-29,17.6747,4.8554,39.9723,23.7321,39.8557
1991-01-30,17.9431,4.9593,38.9426,23.7366,39.8644
1991-01-31,18.1021,5.0274,38.8253,23.7411,39.8731
1991-02-01,18.0567,5.0711,38.6656,23.7456,39.8819
1991-02-04,18.3482,5.1235,38.9462,23.7418,39.8917
1991-02-05,18.5119,5.225,38.8872,23.7379,39.9015
1991-02-06,18.8714,5.3437,38.2661,23.734,39.9113
1991-02-07,18.7953,5.2651,38.5996,23.7302,39.9211
1991-02-08,18.9472,5.2878,39.2461,23.7263,39.9309
1991-02-11,19.4426,5.3922,38.9114,23.7224,39.9407
1991-02-12,19.283,5.3683,38.6509,23.7185,39.9505
1991-02-13,19.4726,5.4144,38.8996,23.7147,39.9604
1991-02-14,19.2201,5.3117,39.0475,23.7108,39.9702
1991-02-15,19.4791,5.3711,38.7658,23.7069,39.98
1991-02-18,19.479,5.371,38.5796,23.7031,39.9899
1991-02-19,19.4978,5.4246,38.4995,23.6992,39.9997
1991-02-20,19.2741,5.3585,38.6739,23.6953,40.0095
1991-02-21,19.2651,5.3389,38.4187,23.6915,40.0194
1991-02-22,19.306,5.3774,38.0523,23.6876,40.0292
1991-02-25,19.3975,5.4077,37.9297,23.6837,40.039
1991-02-26,19.1658,5.3593,38.0988,23.6799,40.0489
1991-02-27,19.4271,5.4006,38.1778,23.676,40.0587
1991-02-28,19.3954,5.4092,38.4635,23.6722,40.0686
1991-03-01,19.5765,5.4584,38.9083,23.6683,40.0784
1991-03-04,19.5227,5.4797,38.754,23.6718,40.0873
1991-03-05,19.9151,5.67,38.6526,23.6753,40.0962
1991-03-06,19.8868,5.6909,38.8323,23.6788,40.1051
1991-03-07,19.8749,5.7215,38.8636,23.6823,40.114
1991-03-08,19.8272,5.6846,39.075,23.6857,40.123
1991-03-11,19.7275,5.5184,38.7934,23.6892,40.1319
1991-03-12,19.5737,5.4209,38.6232,23.6927,40.1408
1991-03-13,19.8147,5.5592,38.8082,23.6962,40.1497
1991-03-14,19.7585,5.5316,38.6591,23.6997,40.1586
1991-03-15,19.7631,5.5064,38.807,23.7032,40.1675
1991-03-18,19.6852,5.5279,38.4141,23.7067,40.1764
1991-03-19,19.3945,5.4894,38.6467,23.7102,40.1854
1991-03-20,19.4647,5.5378,38.6462,23.7137,40.1943
1991-03-21,19.3944,5.4703,38.4176,23.7172,40.2032
1991-03-22,19.4509,5.4551,38.4594,23.7207,40.2121
1991-03-25,19.5777,5.5309,38.0878,23.7242,40.2211
1991-03-26,19.9202,5.7232,37.8062,23.7277,40.23
1991-03-27,19.8701,5.7639,37.5353,23.7312,40.2389
1991-03-28,19.8634,5.7282,37.7044,23.7347,40.2479
1991-03-29,19.8634,5.7281,37.7038,23.7382,40.2568
1991-04-01,19.6609,5.7214,37.7032,23.7417,40.2658
1991-04-02,20.0963,5.9215,37.8988,23.7509,40.2739
1991-04-03,20.0684,5.9495,38.0784,23.7601,40.2821
1991-04-04,20.1211,5.9957,37.993,23.7693,40.2903
1991-04-05,19.8875,5.9557,38.003,23.7785,40.2985
1991-04-08,20.063,5.9603,38.2675,23.7878,40.3067
1991-04-09,19.794,5.9015,38.5849,23.797,40.3148
1991-04-10,19.7722,5.861,38.5154,23.8062,40.323
1991-04-11,20.0099,6.0206,38.3452,23.8155,40.3312
1991-04-12,20.1565,6.0369,38.3658,23.8247,40.3394
1991-04-15,20.2022,6.0171,38.1691,23.8339,40.3476
1991-04-16,20.5432,6.0979,38.2852,23.8432,40.3558
1991-04-17,20.6937,6.1271,38.2263,23.8524,40.364
1991-04-18,20.5884,6.0059,38.0667,23.8617,40.3722
1991-04-19,20.3633,5.9242,37.7482,23.8709,40.3804
1991-04-22,20.1924,5.8663,37.7741,23.8802,40.3886
1991-04-23,20.2353,5.8839,37.6781,23.8895,40.3968
1991-04-24,20.2895,5.9356,37.7093,23.8987,40.405
1991-04-25,20.1045,5.88,37.4385,23.908,40.4132
1991-04-26,20.094,5.8655,37.4379,23.9173,40.4214
1991-04-29,19.8137,5.754,37.2095,23.9265,40.4296
1991-04-30,19.9089,5.7002,37.9137,23.9358,40.4378
1991-05-01,20.1712,5.7123,37.7806,23.9451,40.446
1991-05-02,20.1838,5.7619,37.531,23.9499,40.4539
1991-05-03,20.2012,5.7747,37.6735,23.9547,40.4618
1991-05-06,20.1761,5.7794,37.6729,23.9594,40.4697
1991-05-07,20.0397,5.7559,37.7412,23.9642,40.4775
1991-05-08,20.1029,5.7758,37.8201,23.969,40.4854
1991-05-09,20.3637,5.8638,37.8143,23.9738,40.4933
1991-05-10,19.9683,5.8091,37.7978,23.9786,40.5012
1991-05-13,20.0281,5.8151,37.8131,23.9833,40.5091
1991-05-14,19.7568,5.7524,37.9291,23.9881,40.517
1991-05-15,19.5968,5.5798,38.1298,23.9929,40.5249
1991-05-16,19.793,5.6356,37.7213,23.9977,40.5327
1991-05-17,19.8137,5.6306,37.6254,24.0025,40.5406
1991-05-20,19.8122,5.5907,37.6142,24.0073,40.5485
1991-05-21,19.9777,5.6476,37.7514,24.0121,40.5564
1991-05-22,20.0229,5.7435,37.7985,24.0169,40.5643
1991-05-23,19.9582,5.7755,37.6019,24.0217,40.5722
1991-05-24,20.0977,5.8258,37.6967,24.0265,40.5801
1991-05-27,20.0977,5.8258,37.6961,24.0312,40.588
1991-05-28,20.341,5.9094,37.6796,24.036,40.5959
1991-05-29,20.3867,5.9306,38.2988,24.0408,40.6038
1991-05-30,20.6097,5.9929,38.2506,24.0456,40.6117
1991-05-31,20.7663,6.0309,38.1811,24.0504,40.6196
1991-06-03,20.6784,6.0726,38.456,24.0552,40.6276
1991-06-04,20.6637,6.0768,38.3918,24.0447,40.6367
1991-06-05,20.5226,5.9954,38.3913,24.0342,40.6459
1991-06-06,20.4461,5.9271,38.6502,24.0238,40.655
1991-06-07,20.2225,5.8484,38.8774,24.0133,40.6642
1991-06-10,20.1833,5.8009,39.4276,24.0028,40.6733
1991-06-11,20.3195,5.8199,39.3264,23.9923,40.6825
1991-06-12,20.0845,5.7342,39.4052,23.9819,40.6916
1991-06-13,20.1387,5.7233,39.161,23.9714,40.7008
1991-06-14,20.3867,5.7883,38.9539,23.9609,40.71
1991-06-17,20.2725,5.7833,38.8526,23.9505,40.7191
1991-06-18,20.1918,5.7381,39.2175,23.94,40.7283
1991-06-19,20.0054,5.6254,38.915,23.9296,40.7375
1991-06-20,20.0232,5.6317,38.9356,23.9191,40.7466
1991-06-21,20.1472,5.6256,38.792,23.9087,40.7558
1991-06-24,19.7943,5.4225,38.2248,23.8983,40.765
1991-06-25,19.7801,5.4248,38.4837,23.8878,40.7742
1991-06-26,19.831,5.4562,38.7743,23.8774,40.7833
1991-06-27,19.9809,5.5168,38.6361,23.867,40.7925
1991-06-28,19.8134,5.4938,39.0115,23.8566,40.8017
1991-07-01,20.1746,5.6002,39.0691,23.8462,40.8109
1991-07-02,20.1505,5.5347,38.8779,23.8616,40.8188
1991-07-03,19.9377,5.4555,39.105,23.8771,40.8268
1991-07-04,19.9376,5.4554,39.1044,23.8926,40.8347
1991-07-05,19.9809,5.4456,39.1726,23.908,40.8427
1991-07-08,20.1875,5.5959,39.2091,23.9235,40.8506
1991-07-09,20.0916,5.6337,39.0973,23.939,40.8586
1991-07-10,20.0718,5.6908,39.2767,23.9546,40.8666
1991-07-11,20.1372,5.7019,39.0008,23.9701,40.8745
1991-07-12,20.3126,5.7797,38.9526,23.9856,40.8825
1991-07-15,20.4305,5.8112,38.9467,24.0011,40.8904
1991-07-16,20.3856,5.7155,39.0414,24.0167,40.8984
1991-07-17,20.3671,5.6918,39.062,24.0323,40.9064
1991-07-18,20.5911,5.7534,39.0719,24.0478,40.9143
1991-07-19,20.5297,5.7683,39.1772,24.0634,40.9223
1991-07-22,20.4598,5.7124,39.1502,24.079,40.9303
1991-07-23,20.2749,5.6039,38.9007,24.0946,40.9382
1991-07-24,20.2337,5.5722,38.7519,24.1102,40.9462
1991-07-25,20.3587,5.6444,38.6349,24.1258,40.9542
1991-07-26,20.3581,5.7096,38.5496,24.1415,40.9621
1991-07-29,20.4802,5.7183,38.6549,24.1571,40.9701
1991-07-30,20.6749,5.8196,38.2572,24.1728,40.9781
1991-07-31,20.7352,5.881,38.4155,24.1884,40.9861
1991-08-01,20.6993,5.926,38.4731,24.2041,40.9941
1991-08-02,20.7053,5.9525,37.8796,24.2253,41.0021
1991-08-05,20.6001,5.8809,37.7414,24.2466,41.0102
1991-08-06,20.9075,5.9366,37.7938,24.2679,41.0182
1991-08-07,20.9126,5.9755,37.772,24.2892,41.0263
1991-08-08,20.8493,6.0234,37.8562,24.3106,41.0343
1991-08-09,20.738,6.0103,37.9191,24.3319,41.0424
1991-08-12,20.7921,6.0555,37.9185,24.3533,41.0504
1991-08-13,20.8788,6.1034,37.7697,24.3747,41.0585
1991-08-14,20.8967,6.1521,37.6686,24.3961,41.0665
1991-08-15,20.8674,6.0891,37.9327,24.4175,41.0746
1991-08-16,20.6697,6.0393,37.8686,24.4389,41.0827
1991-08-19,20.1853,5.8762,38.2332,24.4604,41.0907
1991-08-20,20.3441,5.9245,37.4493,24.4819,41.0988
1991-08-21,20.943,6.1808,37.7133,24.5034,41.1069
1991-08-22,20.9835,6.1482,37.7022,24.5249,41.1149
1991-08-23,21.1357,6.1961,37.437,24.5464,41.123
1991-08-26,21.1257,6.1944,37.4364,24.568,41.1311
1991-08-27,21.0879,6.196,37.4464,24.5895,41.1391
1991-08-28,21.2831,6.2629,37.52,24.6111,41.1472
1991-08-29,21.2745,6.2351,37.1754,24.6327,41.1553
1991-08-30,21.2245,6.2095,36.7674,24.6544,41.1634
1991-09-02,21.2244,6.2094,36.825,24.676,41.1714
1991-09-03,21.0512,6.1429,36.761,24.7001,41.1796
1991-09-04,20.9356,6.0885,36.9033,24.7242,41.1877
1991-09-05,20.8912,6.0652,36.7651,24.7483,41.1958
1991-09-06,20.8897,6.0485,36.8333,24.7725,41.2039
1991-09-09,20.8689,6.0781,37.0974,24.7967,41.2121
1991-09-10,20.6604,5.971,37.2185,24.8209,41.2202
1991-09-11,20.6891,6.0416,36.5354,24.8451,41.2283
1991-09-12,20.8102,6.169,36.6247,24.8693,41.2364
1991-09-13,20.6092,6.0381,36.4284,24.8936,41.2446
1991-09-16,20.7355,6.0182,36.5496,24.9179,41.2527
1991-09-17,20.7223,6.0077,36.6284,24.9422,41.2608
1991-09-18,20.7995,6.0712,36.8553,24.9666,41.269
1991-09-19,20.8329,6.1247,36.8865,24.9909,41.2771
1991-09-20,20.856,6.1921,36.8859,25.0153,41.2852
1991-09-23,20.7488,6.1538,36.9541,25.0397,41.2934
1991-09-24,20.853,6.2074,37.234,25.0642,41.3015
1991-09-25,20.8095,6.2428,37.3233,25.0886,41.3097
1991-09-26,20.7887,6.2196,37.2328,25.1131,41.3178
1991-09-27,20.757,6.1769,36.8672,25.1376,41.326
1991-09-30,20.8678,6.2113,37.5491,25.1621,41.3341
1991-10-01,20.9408,6.2293,37.448,25.1867,41.3423
1991-10-02,20.8898,6.1577,37.6643,25.2,41.3493
1991-10-03,20.6865,6.0572,37.7484,25.2132,41.3562
1991-10-04,20.5228,6.0594,37.6949,25.2265,41.3632
1991-10-07,20.4307,6.0244,38.0541,25.2398,41.3702
1991-10-08,20.4948,6.0488,37.8313,25.2531,41.3772
1991-10-09,20.2868,5.9728,37.836,25.2663,41.3842
1991-10-10,20.4885,6.029,38.0312,25.2796,41.3912
1991-10-11,20.5403,6.0805,37.8454,25.2929,41.3982
1991-10-14,20.8104,6.2028,37.9242,25.3063,41.4052
1991-10-15,21.056,6.3355,37.8231,25.3196,41.4122
1991-10-16,21.1526,6.4293,37.7168,25.3329,41.4192
1991-10-17,21.1059,6.3171,37.9013,25.3462,41.4262
1991-10-18,21.1369,6.331,38.0383,25.3596,41.4332
1991-10-21,21.0043,6.2824,38.4819,25.3729,41.4403
1991-10-22,20.8864,6.2807,38.328,25.3863,41.4473
1991-10-23,20.8924,6.2496,38.3115,25.3996,41.4543
1991-10-24,20.7377,6.1697,38.184,25.413,41.4613
1991-10-25,20.6919,6.1111,38.2892,25.4264,41.4683
1991-10-28,20.9832,6.1853,37.9184,25.4398,41.4753
1991-10-29,21.0939,6.2654,37.8015,25.4532,41.4823
1991-10-30,21.1735,6.3654,38.0072,25.4666,41.4893
1991-10-31,21.1466,6.3175,37.8056,25.48,41.4963
1991-11-01,21.0862,6.2635,37.8368,25.4934,41.5034
1991-11-04,21.0474,6.1971,37.6881,25.5099,41.5103
1991-11-05,20.9733,6.2428,37.7087,25.5264,41.5172
1991-11-06,21.0468,6.2509,37.4913,25.543,41.5242
1991-11-07,21.2523,6.3253,37.4908,25.5595,41.5311
1991-11-08,21.2178,6.383,37.321,25.5761,41.5381
1991-11-11,21.23,6.4325,37.5319,25.5927,41.545
1991-11-12,21.427,6.5214,37.5155,25.6092,41.5519
1991-11-13,21.4651,6.5401,37.7053,25.6258,41.5589
1991-11-14,21.4532,6.5015,37.6307,25.6424,41.5658
1991-11-15,20.6686,6.1445,37.5931,25.6591,41.5728
1991-11-18,20.817,6.2324,38.1477,25.6757,41.5797
1991-11-19,20.5029,6.1416,38.385,25.6923,41.5867
1991-11-20,20.4562,6.1592,38.3421,25.709,41.5936
1991-11-21,20.5391,6.2327,38.5213,25.7256,41.6006
1991-11-22,20.333,6.1832,38.9067,25.7423,41.6075
1991-11-25,20.2952,6.1118,39.0277,25.759,41.6145
1991-11-26,20.4366,6.1358,38.7257,25.7757,41.6214
1991-11-27,20.3634,6.1594,38.815,25.7924,41.6284
1991-11-28,20.3633,6.1593,38.7034,25.8091,41.6354
1991-11-29,20.293,6.1499,38.7292,25.8258,41.6423
1991-12-02,20.6352,6.3472,38.9454,25.8426,41.6493
1991-12-03,20.6163,6.3475,38.3686,25.8689,41.6552
1991-12-04,20.5695,6.3726,38.6165,25.8953,41.6611
1991-12-05,20.4252,6.3558,38.563,25.9217,41.667
1991-12-06,20.518,6.3948,38.8796,25.9481,41.6729
1991-12-09,20.476,6.3867,39.1909,25.9746,41.6788
1991-12-10,20.4632,6.3987,38.9101,26.001,41.6847
1991-12-11,20.4527,6.3665,38.7457,26.0275,41.6906
1991-12-12,20.6615,6.4342,38.005,26.0541,41.6965
1991-12-13,20.8198,6.5066,37.9569,26.0806,41.7024
1991-12-16,20.8202,6.543,38.0197,26.1072,41.7083
1991-12-17,20.7296,6.4537,37.7813,26.1338,41.7142
1991-12-18,20.7696,6.4693,37.8336,26.1605,41.7201
1991-12-19,20.7177,6.3596,37.9387,26.1871,41.726
1991-12-20,20.9633,6.3874,37.8747,26.2138,41.7319
1991-12-23,21.4931,6.5487,38.0168,26.2406,41.7378
1991-12-24,21.6425,6.6305,38.0163,26.2673,41.7437
1991-12-25,21.6424,6.6305,38.0157,26.2941,41.7496
1991-12-26,21.9422,6.7728,38.0151,26.3209,41.7555
1991-12-27,22.0354,6.8396,37.3433,26.3477,41.7614
1991-12-30,22.5063,7.0546,37.3269,26.3746,41.7673
1991-12-31,22.6118,7.1435,37.3263,26.4015,41.7733
1992-01-01,22.6118,7.1434,37.3257,26.4284,41.7792
1992-01-02,22.6216,7.1976,37.0874,26.4128,41.7853
1992-01-03,22.7346,7.229,37.3088,26.3973,41.7914
1992-01-06,22.669,7.2737,36.9277,26.3817,41.7975
1992-01-07,22.6397,7.333,36.9588,26.3662,41.8036
1992-01-08,22.6773,7.4332,37.0534,26.3507,41.8097
1992-01-09,22.6523,7.5633,37.1532,26.3352,41.8158
1992-01-10,22.516,7.494,37.8238,26.3197,41.8219
1992-01-13,22.4753,7.5189,37.4005,26.3042,41.828
1992-01-14,22.8067,7.6122,37.3682,26.2887,41.8341
1992-01-15,22.8264,7.677,37.5737,26.2732,41.8403
1992-01-16,22.6882,7.5975,37.6999,26.2578,41.8464
1992-01-17,22.7249,7.5503,37.6095,26.2423,41.8525
1992-01-20,22.589,7.3792,37.9101,26.2269,41.8586
1992-01-21,22.3876,7.0819,37.8091,26.2114,41.8647
1992-01-22,22.6855,7.4765,37.6976,26.196,41.8708
1992-01-23,22.5138,7.4711,37.5333,26.1806,41.8769
1992-01-24,22.542,7.4577,37.3266,26.1652,41.8831
1992-01-27,22.5193,7.3502,37.6272,26.1498,41.8892
1992-01-28,22.5206,7.358,37.6478,26.1344,41.8953
1992-01-29,22.2716,7.2812,37.494,26.119,41.9014
1992-01-30,22.3418,7.3048,37.6149,26.1036,41.9076
1992-01-31,22.189,7.3033,37.4136,26.0883,41.9137
1992-02-03,22.2351,7.3694,37.656,26.0729,41.9198
1992-02-04,22.4783,7.4888,37.6132,26.0729,41.9258
1992-02-05,22.4867,7.5739,37.433,26.073,41.9318
1992-02-06,22.4913,7.5352,37.6068,26.073,41.9378
1992-02-07,22.3474,7.4862,37.6326,26.0731,41.9439
1992-02-10,22.5039,7.4523,37.4683,26.0731,41.9499
1992-02-11,22.5061,7.4343,37.6103,26.0732,41.9559
1992-02-12,22.6904,7.684,37.7365,26.0732,41.9619
1992-02-13,22.5046,7.5509,37.6409,26.0733,41.9679
1992-02-14,22.4465,7.4836,37.4079,26.0733,41.974
1992-02-17,22.4464,7.4835,37.4337,26.0734,41.98
1992-02-18,22.1701,7.3076,37.2694,26.0734,41.986
1992-02-19,22.2186,7.297,37.3111,26.0735,41.992
1992-02-20,22.5268,7.454,37.3316,26.0735,41.998
1992-02-21,22.3942,7.3904,37.1409,26.0736,42.0041
1992-02-24,22.4437,7.3164,36.9502,26.0736,42.0101
1992-02-25,22.3507,7.3026,37.0236,26.0737,42.0161
1992-02-26,22.6174,7.5072,36.8276,26.0737,42.0222
1992-02-27,22.5372,7.4981,37.3658,26.0738,42.0282
1992-02-28,22.4744,7.4654,37.2965,26.0738,42.0342
1992-03-02,22.4682,7.4817,37.0161,26.0739,42.0402
1992-03-03,22.4974,7.4615,37.1106,26.0614,42.0463
1992-03-04,22.3069,7.3731,36.9832,26.0488,42.0523
1992-03-05,22.1545,7.2848,36.9563,26.0363,42.0583
1992-03-06,22.046,7.1871,36.9029,26.0238,42.0643
1992-03-09,22.0926,7.1939,36.839,26.0113,42.0703
1992-03-10,22.1873,7.345,36.7909,25.9988,42.0763
1992-03-11,22.0312,7.2311,36.859,25.9863,42.0823
1992-03-12,22.024,7.2264,36.7105,25.9738,42.0884
1992-03-13,22.131,7.2618,36.673,25.9613,42.0944
1992-03-16,22.162,7.3007,36.2236,25.9489,42.1004
1992-03-17,22.3382,7.4009,35.8006,25.9364,42.1064
1992-03-18,22.3145,7.3944,35.9374,25.9239,42.1124
1992-03-19,22.3503,7.3928,35.6728,25.9115,42.1185
1992-03-20,22.4322,7.3563,35.7779,25.899,42.1245
1992-03-23,22.3567,7.3168,35.7668,25.8866,42.1305
1992-03-24,22.3005,7.2714,35.7345,25.8741,42.1365
1992-03-25,22.2378,7.2869,36.0349,25.8617,42.1426
1992-03-26,22.257,7.1927,35.9446,25.8493,42.1486
1992-03-27,22.0194,6.9968,35.9547,25.8368,42.1546
1992-03-30,21.9972,6.9564,36.2498,25.8244,42.1606
1992-03-31,22.0357,6.9715,36.0803,25.812,42.1667
1992-04-01,22.0658,6.9901,36.3226,25.7996,42.1727
1992-04-02,21.8631,6.8552,35.9525,25.8146,42.1798
1992-04-03,21.9219,6.8275,35.9625,25.8296,42.187
1992-04-06,22.1518,7.0036,35.8194,25.8446,42.1941
1992-04-07,21.7417,6.7534,35.766,25.8596,42.2013
1992-04-08,21.547,6.7079,35.6335,25.8746,42.2084
1992-04-09,21.8843,6.8953,35.7333,25.8896,42.2156
1992-04-10,22.0855,6.7539,36.097,25.9046,42.2227
1992-04-13,22.1839,6.8437,35.9803,25.9197,42.2299
1992-04-14,22.5284,6.917,35.7897,25.9347,42.237
1992-04-15,22.7409,7.0361,35.7839,25.9498,42.2442
1992-04-16,22.729,6.8885,35.5458,25.9648,42.2513
1992-04-17,22.7289,6.8885,35.5452,25.9799,42.2585
1992-04-20,22.4093,6.6433,35.5447,25.995,42.2656
1992-04-21,22.4153,6.5947,35.7131,26.0101,42.2728
1992-04-22,22.3908,6.6791,35.6914,26.0252,42.28
1992-04-23,22.4887,6.6355,35.7331,26.0403,42.2871
1992-04-24,22.3491,6.5555,35.5267,26.0554,42.2943
1992-04-27,22.3217,6.4656,35.4364,26.0705,42.3014
1992-04-28,22.3617,6.3571,35.5467,26.0856,42.3086
1992-04-29,22.5204,6.5372,35.4353,26.1008,42.3158
1992-04-30,22.6811,6.6426,35.5034,26.1159,42.3229
1992-05-01,22.549,6.6342,35.6243,26.1311,42.3301
1992-05-04,22.7997,6.7041,35.6237,26.1538,42.3362
1992-05-05,22.7991,6.7915,35.544,26.1766,42.3423
1992-05-06,22.7985,6.7987,35.5382,26.1994,42.3484
1992-05-07,22.7655,6.7473,35.469,26.2222,42.3545
1992-05-08,22.7772,6.7157,35.5582,26.245,42.3606
1992-05-11,22.9208,6.7294,35.4785,26.2679,42.3668
1992-05-12,22.802,6.6892,35.383,26.2907,42.3729
1992-05-13,22.8123,6.6613,35.3772,26.3136,42.379
1992-05-14,22.6326,6.5705,35.556,26.3365,42.3851
1992-05-15,22.477,6.5375,35.7771,26.3594,42.3912
1992-05-18,22.6348,6.5711,35.766,26.3824,42.3973
1992-05-19,22.8308,6.6106,35.8288,26.4053,42.4034
1992-05-20,22.7784,6.6783,35.5592,26.4283,42.4096
1992-05-21,22.6256,6.6435,35.5903,26.4513,42.4157
1992-05-22,22.7085,6.653,35.6372,26.4744,42.4218
1992-05-25,22.7084,6.6529,35.6367,26.4974,42.4279
1992-05-26,22.5712,6.5993,35.652,26.5205,42.4341
1992-05-27,22.6135,6.6462,35.7306,26.5435,42.4402
1992-05-28,22.866,6.7304,35.5506,26.5666,42.4463
1992-05-29,22.7901,6.8019,35.6134,26.5898,42.4524
1992-06-01,22.905,6.8813,35.5443,26.6129,42.4586
1992-06-02,22.7037,6.8436,35.7706,26.6343,42.4646
1992-06-03,22.7644,6.8459,35.865,26.6557,42.4706
1992-06-04,22.6936,6.8155,35.7062,26.6772,42.4766
1992-06-05,22.7058,6.7574,35.7478,26.6986,42.4826
1992-06-08,22.7019,6.6923,35.7367,26.7201,42.4886
1992-06-09,22.5303,6.5763,35.6412,26.7416,42.4946
1992-06-10,22.3761,6.5276,35.6249,26.7631,42.5006
1992-06-11,22.475,6.527,35.6876,26.7846,42.5066
1992-06-12,22.5145,6.5601,35.8295,26.8061,42.5127
1992-06-15,22.5446,6.5548,36.156,26.8277,42.5187
1992-06-16,22.4385,6.4542,36.1186,26.8492,42.5247
1992-06-17,22.1052,6.3289,36.0811,26.8708,42.5307
1992-06-18,22.0345,6.2973,36.0014,26.8924,42.5367
1992-06-19,22.1838,6.4036,36.2435,26.914,42.5427
1992-06-22,22.1691,6.3686,36.1322,26.9357,42.5488
1992-06-23,22.2043,6.416,36.2688,26.9573,42.5548
1992-06-24,22.2047,6.3695,36.11,26.979,42.5608
1992-06-25,22.166,6.2824,36.2255,27.0007,42.5668
1992-06-26,22.19,6.2559,36.2355,27.0224,42.5728
1992-06-29,22.4934,6.488,36.0767,27.0441,42.5789
1992-06-30,22.4494,6.4974,36.2238,27.0659,42.5849
1992-07-01,22.7104,6.6009,36.2391,27.0876,42.5909
1992-07-02,22.6496,6.4896,36.613,27.1136,42.597
1992-07-03,22.6495,6.4896,36.4648,27.1396,42.6031
1992-07-06,22.7747,6.5224,36.5591,27.1656,42.6092
1992-07-07,22.5178,6.39,36.4531,27.1917,42.6153
1992-07-08,22.5795,6.4179,36.6529,27.2178,42.6214
1992-07-09,22.7985,6.5177,36.626,27.2439,42.6275
1992-07-10,22.8201,6.5316,36.7784,27.27,42.6336
1992-07-13,22.8342,6.5778,36.7673,27.2962,42.6397
1992-07-14,22.9891,6.6698,36.8406,27.3223,42.6458
1992-07-15,22.957,6.6728,37.0087,27.3485,42.6519
1992-07-16,22.9833,6.7135,37.2297,27.3748,42.658
1992-07-17,22.8781,6.5897,37.6193,27.401,42.6641
1992-07-20,22.7772,6.4798,37.893,27.4273,42.6702
1992-07-21,22.7781,6.5801,37.7658,27.4536,42.6763
1992-07-22,22.622,6.4953,37.8338,27.4799,42.6825
1992-07-23,22.6855,6.5238,37.9123,27.5063,42.6886
1992-07-24,22.6591,6.5438,37.7114,27.5327,42.6947
1992-07-27,22.6604,6.5096,37.7952,27.5591,42.7008
1992-07-28,22.993,6.6155,37.9211,27.5855,42.7069
1992-07-29,23.2539,6.6877,37.562,27.612,42.713
1992-07-30,23.3476,6.7056,37.6194,27.6385,42.7191
1992-07-31,23.3645,6.7047,37.7348,27.665,42.7252
1992-08-03,23.42,6.7446,37.3336,27.6915,42.7313
1992-08-04,23.3888,6.7085,37.1906,27.7034,42.7369
1992-08-05,23.2695,6.6116,36.9845,27.7153,42.7424
1992-08-06,23.1894,6.5679,36.7572,27.7272,42.7479
1992-08-07,23.1049,6.541,36.8937,27.7392,42.7534
1992-08-10,23.1449,6.5606,36.9406,27.7511,42.7589
1992-08-11,23.117,6.5235,36.7081,27.763,42.7644
1992-08-12,23.0566,6.4899,36.5652,27.7749,42.7699
1992-08-13,23.0546,6.4968,35.563,27.7869,42.7755
1992-08-14,23.1794,6.5173,35.3937,27.7988,42.781
1992-08-17,23.2293,6.4775,35.5724,27.8108,42.7865
1992-08-18,23.2674,6.4786,35.4348,27.8227,42.792
1992-08-19,23.0934,6.4327,35.6346,27.8347,42.7975
1992-08-20,23.099,6.4566,35.555,27.8467,42.8031
1992-08-21,22.9109,6.376,35.5175,27.8586,42.8086
1992-08-24,22.6856,6.2687,36.0863,27.8706,42.8141
1992-08-25,22.7383,6.2982,35.9908,27.8826,42.8196
1992-08-26,22.848,6.387,35.6846,27.8946,42.8251
1992-08-27,22.8498,6.4571,35.7367,27.9066,42.8307
1992-08-28,22.9223,6.4501,35.8416,27.9186,42.8362
1992-08-31,22.8845,6.4527,35.8411,27.9306,42.8417
1992-09-01,23.0027,6.5111,36.0197,27.9426,42.8472
1992-09-02,23.11,6.6101,35.8874,27.9628,42.8529
1992-09-03,23.1113,6.6447,35.7182,27.983,42.8585
1992-09-04,23.0637,6.6064,36.055,28.0032,42.8641
1992-09-07,23.0636,6.6063,36.1546,28.0235,42.8698
1992-09-08,22.9189,6.5928,36.0644,28.0438,42.8754
1992-09-09,23.0342,6.6837,36.1851,28.064,42.881
1992-09-10,23.2334,6.7877,36.0738,28.0843,42.8867
1992-09-11,23.2131,6.7957,35.8361,28.1046,42.8923
1992-09-14,23.5381,6.9992,36.4943,28.125,42.8979
1992-09-15,23.236,6.8969,36.4569,28.1453,42.9036
1992-09-16,23.2444,6.8658,36.7831,28.1656,42.9092
1992-09-17,23.2457,6.8827,36.7193,28.186,42.9148
1992-09-18,23.4115,6.8972,36.5922,28.2064,42.9205
1992-09-21,23.3723,6.8831,36.7919,28.2268,42.9261
1992-09-22,23.0961,6.7757,36.7966,28.2472,42.9317
1992-09-23,23.113,6.8088,36.7012,28.2676,42.9374
